224,187,202,199,174,2.31,-6.16,9.38
220,187,202,199,175,2.28,-6.32,9.34
217,187,201,199,176,2.28,-6.16,9.26
226,187,203,199,177,2.28,-6.08,9.34
225,187,203,185,174,2.28,-6.16,9.38
222,189,203,255,175,2.31,-6.24,9.30
223,189,201,287,175,2.16,-6.20,9.30
252,252,278,300,180,1.92,-6.00,9.61
276,348,363,320,188,1.53,-5.65,9.89
292,338,366,378,181,2.04,-5.65,9.65
274,324,351,399,178,2.47,-5.92,9.65
270,318,345,400,175,-0.59,-7.73,11.22
269,323,338,402,175,2.59,-9.77,6.20
267,319,335,399,176,-0.04,-10.59,3.02
260,299,331,388,181,-3.77,-8.28,-2.90
264,300,330,389,179,-4.24,-10.00,0.47
259,295,327,400,178,-1.45,-8.98,6.16
258,289,327,402,177,1.22,-8.51,6.83
261,293,322,403,175,3.06,-5.96,9.26
259,290,325,354,178,2.63,-6.71,8.83
259,291,327,344,179,2.20,-6.51,9.02
241,219,254,258,184,2.16,-6.63,9.02
227,185,202,182,173,2.63,-6.63,9.02
215,182,197,177,180,2.39,-5.96,9.53
215,182,198,178,171,2.08,-5.14,11.49
